Country,Gender,Demographics_Question,Demographics_Response,Question,Value
Morocco,M,Employment,Employed for kind,... for at least one specific reason,14.9
Timor-Leste,F,Employment,Unemployed,... if she burns the food,30.0
Niger,M,Residence,Rural,... if she argues with him,20.5
Morocco,M,Education,Primary,... for at least one specific reason,14.9
Comoros,M,Employment,Unemployed,... for at least one specific reason,22.7
Uganda,F,Education,Secondary,... if she neglects the children,33.2
Nicaragua,F,Residence,Urban,... if she burns the food,2.6
Cote d'Ivoire,F,Education,Higher,... if she goes out without telling him,2.7
Dominican Republic,F,Education,Primary,... if she refuses to have sex with him,0.6
Kenya,M,Education,Primary,... if she refuses to have sex with him,11.7
Bolivia,F,Marital status,Never married,... if she argues with him,4.8
Timor-Leste,M,Age,15-24,... if she goes out without telling him,42.5
Nicaragua,M,Age,35-49,... if she goes out without telling him,14.9
Burundi,F,Employment,Unemployed,... if she argues with him,21.5
Zambia,M,Marital status,Married or living together,... if she argues with him,18.4
Pakistan,F,Age,35-49,... if she goes out without telling him,29.6
Guyana,F,Age,25-34,... if she burns the food,3.8
Mozambique,M,Education,Higher,... for at least one specific reason,3.9
Nepal,F,Education,No education,... if she burns the food,5.6
Dominican Republic,F,Employment,Employed for cash,... if she argues with him,0.7
Burkina Faso,F,Education,Secondary,... if she refuses to have sex with him,6.8
Turkmenistan,F,Age,25-34,... if she argues with him,34.6
Cambodia,F,Employment,Unemployed,... if she burns the food,11.4
Eswatini,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,7.3
Bolivia,M,Residence,Rural,... if she burns the food,14.9
Eswatini,F,Age,15-24,... if she burns the food,3.7
Guyana,M,Residence,Urban,... if she neglects the children,8.5
Sierra Leone,F,Age,15-24,... for at least one specific reason,58.8
Ukraine,M,Education,Secondary,... for at least one specific reason,14.2
Bangladesh,M,Marital status,Married or living together,... if she refuses to have sex with him,14.9
Nicaragua,M,Employment,Unemployed,... if she neglects the children,14.9
Ukraine,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,0.3
Burundi,F,Residence,Rural,... if she argues with him,32.1
Comoros,M,Residence,Rural,... if she neglects the children,9.3
Kyrgyz Republic,M,Marital status,Never married,... for at least one specific reason,49.9
Cambodia,F,Education,Secondary,... for at least one specific reason,42.8
Ghana,F,Employment,Employed for kind,... if she burns the food,10.2
Peru,F,Education,Higher,... for at least one specific reason,1.8
Turkmenistan,M,Education,Primary,... for at least one specific reason,14.9
Colombia,F,Marital status,"Widowed, divorced, separated",... if she neglects the children,2.4
Pakistan,M,Employment,Employed for kind,... for at least one specific reason,41.6
Ghana,M,Marital status,"Widowed, divorced, separated",... if she argues with him,3.5
Lesotho,M,Employment,Employed for kind,... if she goes out without telling him,19.1
Egypt,M,Age,15-24,... if she burns the food,14.9
Niger,F,Age,25-34,... if she burns the food,37.0
Maldives,M,Employment,Employed for cash,... if she refuses to have sex with him,4.3
Uganda,M,Education,Secondary,... for at least one specific reason,36.4
Afghanistan,M,Employment,Unemployed,... for at least one specific reason,67.4
Niger,F,Education,Secondary,... if she argues with him,39.5
India,F,Age,25-34,... if she burns the food,18.8
Yemen,F,Education,Primary,... if she refuses to have sex with him,30.2
Madagascar,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,30.6
Pakistan,F,Age,15-24,... if she burns the food,20.1
Nepal,F,Education,Higher,... if she refuses to have sex with him,0.8
Liberia,M,Employment,Employed for cash,... if she neglects the children,14.8
Liberia,F,Residence,Urban,... if she refuses to have sex with him,9.4
Jordan,M,Marital status,Never married,... if she goes out without telling him,21.0
Haiti,F,Employment,Unemployed,... if she argues with him,2.6
Namibia,F,Education,No education,... for at least one specific reason,43.5
Dominican Republic,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,0.6
Benin,F,Age,25-34,... if she goes out without telling him,22.2
Sierra Leone,M,Employment,Employed for kind,... if she goes out without telling him,20.7
Burundi,M,Education,Higher,... if she refuses to have sex with him,1.5
Angola,M,Education,No education,... if she refuses to have sex with him,11.2
Rwanda,M,Marital status,Never married,... if she burns the food,2.3
Myanmar,M,Education,No education,... if she neglects the children,29.6
Azerbaijan,M,Employment,Employed for kind,... if she neglects the children,32.0
Dominican Republic,M,Age,15-24,... if she refuses to have sex with him,0.8
Bangladesh,F,Education,Primary,... if she burns the food,5.4
Moldova,M,Education,Primary,... if she burns the food,14.9
Azerbaijan,F,Residence,Urban,... if she burns the food,5.8
Congo,M,Age,15-24,... for at least one specific reason,48.9
Zimbabwe,M,Age,35-49,... if she neglects the children,11.3
Azerbaijan,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,34.0
Yemen,F,Education,Higher,... if she neglects the children,9.6
Pakistan,F,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,25.2
Turkey,F,Education,Secondary,... if she refuses to have sex with him,1.2
Philippines,M,Education,No education,... if she burns the food,14.9
Burkina Faso,F,Marital status,Married or living together,... for at least one specific reason,46.0
Mali,F,Age,25-34,... if she refuses to have sex with him,64.5
Tanzania,M,Employment,Employed for cash,... if she refuses to have sex with him,13.5
Congo,F,Education,No education,... for at least one specific reason,59.5
Nepal,M,Employment,Unemployed,... if she burns the food,1.5
Egypt,M,Education,No education,... if she argues with him,14.9
Albania,M,Education,Primary,... if she neglects the children,9.6
Burundi,M,Residence,Urban,... if she refuses to have sex with him,8.1
Albania,M,Employment,Employed for kind,... if she goes out without telling him,6.2
Eritrea,M,Marital status,"Widowed, divorced, separated",... for at least one specific reason,14.9
Peru,F,Marital status,Never married,... if she burns the food,1.3
Gabon,F,Education,Secondary,... if she refuses to have sex with him,6.4
Indonesia,F,Marital status,Never married,... if she neglects the children,31.2
Kenya,F,Age,15-24,... if she goes out without telling him,21.5
Honduras,F,Education,Primary,... for at least one specific reason,17.5
Cote d'Ivoire,F,Employment,Employed for kind,... if she argues with him,37.1
Mali,F,Marital status,Married or living together,... for at least one specific reason,82.1
Cameroon,M,Residence,Urban,... if she burns the food,5.9
Peru,F,Age,35-49,... if she argues with him,0.9
Ethiopia,F,Employment,Unemployed,... if she burns the food,40.0
Togo,F,Education,Higher,... if she burns the food,3.4
Sao Tome and Principe,F,Marital status,Married or living together,... if she burns the food,6.3
Cambodia,M,Residence,Urban,... if she argues with him,4.3
Albania,M,Marital status,Never married,... for at least one specific reason,10.6
Congo,F,Education,Secondary,... if she refuses to have sex with him,24.6
Sao Tome and Principe,F,Marital status,Never married,... if she burns the food,8.0
Albania,F,Residence,Rural,... for at least one specific reason,10.3
Morocco,F,Employment,Unemployed,... if she goes out without telling him,51.3
Congo Democratic Republic,M,Age,15-24,... for at least one specific reason,67.6
Comoros,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,7.7
Moldova,M,Marital status,"Widowed, divorced, separated",... if she neglects the children,36.8
Ghana,M,Education,Higher,... for at least one specific reason,3.1
Lesotho,F,Employment,Employed for cash,... if she goes out without telling him,7.0
Egypt,F,Education,Higher,... if she neglects the children,6.0
Namibia,F,Age,35-49,... for at least one specific reason,28.0
Egypt,M,Education,Primary,... if she refuses to have sex with him,14.9
India,M,Education,Secondary,... if she neglects the children,19.5
Congo,M,Age,25-34,... if she argues with him,14.9
Uganda,F,Education,No education,... if she burns the food,18.3
Guinea,F,Education,Secondary,... if she burns the food,15.8
Chad,M,Residence,Rural,... if she goes out without telling him,28.9
Nigeria,M,Employment,Unemployed,... if she goes out without telling him,9.8
Haiti,M,Marital status,Never married,... if she burns the food,2.3
Dominican Republic,M,Residence,Rural,... if she neglects the children,2.8
Albania,M,Education,Secondary,... if she argues with him,3.2
Zimbabwe,F,Residence,Rural,... if she neglects the children,24.3
Eswatini,M,Education,Higher,... if she goes out without telling him,4.1
Philippines,F,Education,Higher,... if she refuses to have sex with him,0.8
Albania,M,Marital status,Never married,... if she refuses to have sex with him,2.8
Indonesia,M,Marital status,Married or living together,... if she argues with him,3.4
Azerbaijan,M,Age,25-34,... for at least one specific reason,58.9
Haiti,F,Employment,Unemployed,... if she neglects the children,11.3
Maldives,F,Employment,Employed for kind,... for at least one specific reason,27.6
Ukraine,M,Age,15-24,... for at least one specific reason,8.3
Senegal,F,Employment,Employed for cash,... if she goes out without telling him,30.9
Gambia,M,Marital status,Never married,... if she goes out without telling him,24.7
Pakistan,F,Marital status,Never married,... if she burns the food,14.9
Eritrea,F,Marital status,"Widowed, divorced, separated",... for at least one specific reason,75.9
Nicaragua,M,Education,No education,... if she goes out without telling him,14.9
South Africa,M,Education,Secondary,... if she neglects the children,6.2
Cameroon,F,Employment,Unemployed,... if she goes out without telling him,23.8
Namibia,M,Employment,Employed for kind,... if she argues with him,16.9
Yemen,F,Employment,Employed for kind,... if she burns the food,15.2
Afghanistan,F,Employment,Employed for cash,... if she goes out without telling him,66.7
Nepal,F,Education,Higher,... if she argues with him,2.6
Madagascar,F,Age,15-24,... if she refuses to have sex with him,9.7
Turkey,M,Education,Primary,... if she argues with him,14.9
Ukraine,M,Education,Primary,... if she burns the food,14.9
Liberia,M,Age,25-34,... for at least one specific reason,25.9
Uganda,F,Age,25-34,... if she burns the food,10.4
Nigeria,F,Education,Higher,... if she burns the food,4.4
Sierra Leone,F,Age,25-34,... if she goes out without telling him,56.2
Nicaragua,M,Marital status,"Widowed, divorced, separated",... if she refuses to have sex with him,14.9
Haiti,M,Education,Higher,... if she refuses to have sex with him,0.5
Burundi,F,Education,No education,... for at least one specific reason,65.9
Moldova,F,Education,No education,... for at least one specific reason,14.9
Honduras,M,Residence,Rural,... for at least one specific reason,11.9
Niger,M,Employment,Unemployed,... if she goes out without telling him,17.6
Afghanistan,F,Education,Secondary,... if she argues with him,55.4
Albania,F,Age,15-24,... if she neglects the children,3.5
Kenya,M,Employment,Unemployed,... if she goes out without telling him,15.2
Burkina Faso,F,Marital status,"Widowed, divorced, separated",... if she burns the food,8.3
Myanmar,M,Residence,Rural,... for at least one specific reason,48.8
Rwanda,F,Age,35-49,... if she argues with him,20.0
Sao Tome and Principe,M,Marital status,Married or living together,... if she argues with him,8.3
Burundi,F,Employment,Employed for kind,... if she neglects the children,52.5
Congo Democratic Republic,F,Age,15-24,... if she burns the food,25.9
Mozambique,F,Education,Primary,... if she refuses to have sex with him,6.4
Zimbabwe,M,Residence,Rural,... if she neglects the children,20.1
Burkina Faso,M,Education,Primary,... if she neglects the children,18.9
Pakistan,M,Residence,Urban,... if she burns the food,2.5
Cote d'Ivoire,M,Employment,Employed for cash,... if she argues with him,25.2
